human,name_hu,alias_hu
http://www.wikidata.org/entity/Q234685,Michelle Branch,Michelle Jacquet DeSevren Branch
http://www.wikidata.org/entity/Q244395,Seán MacBride,Sean MacBride
http://www.wikidata.org/entity/Q232026,Dzsitó japán császárnő,Jitō Tennō
http://www.wikidata.org/entity/Q232026,Dzsitó japán császárnő,Dzsitó császárnő
http://www.wikidata.org/entity/Q241451,Sulzbachi Berta bizánci császárné,Sulzbachi Irén
http://www.wikidata.org/entity/Q241470,Tormay Cécile,Cécile Tormay
http://www.wikidata.org/entity/Q232039,Gizella magyar királyné,Bajorországi Gizella
http://www.wikidata.org/entity/Q232039,Gizella magyar királyné,Boldog Gizella
http://www.wikidata.org/entity/Q241424,Utószülött István magyar királyi herceg,Velencei István
http://www.wikidata.org/entity/Q244739,Lloyd Shapley,Lloyd S. Shapley
http://www.wikidata.org/entity/Q244739,Lloyd Shapley,Lloyd Stowell Shapley
http://www.wikidata.org/entity/Q241422,Johann Hermann,Hermann
http://www.wikidata.org/entity/Q241422,Johann Hermann,Herrm.
http://www.wikidata.org/entity/Q241422,Johann Hermann,Jean Hermann
http://www.wikidata.org/entity/Q241706,Csen Jen-csing,Chen Yanqing
http://www.wikidata.org/entity/Q231891,Yvonne Strahovski,Yvonne Strzechowski
http://www.wikidata.org/entity/Q232113,Anna Karina,Hanne Karen Blarke Bayer
http://www.wikidata.org/entity/Q232113,Anna Karina,Hanne Karin Blarke Bayer
http://www.wikidata.org/entity/Q245802,Alexandre Stavisky,Serge Alexandre Stavisky
http://www.wikidata.org/entity/Q234754,Shirley Bassey,Shirley Veronica Bassey
http://www.wikidata.org/entity/Q232008,Stefka Kostadinova,Стефка Георгиева Костадинова
http://www.wikidata.org/entity/Q245198,Željko Ražnatović,Arkan kapitány
http://www.wikidata.org/entity/Q232120,Angela Bassett,Angela Evelyn Bassett
http://www.wikidata.org/entity/Q232120,Angela Bassett,Angle Bassett
http://www.wikidata.org/entity/Q245241,Marin Čilić,Čilić
http://www.wikidata.org/entity/Q231948,Szabó Magda,Magda Szabo
http://www.wikidata.org/entity/Q231948,Szabó Magda,Magda Szabó
http://www.wikidata.org/entity/Q234878,Ljudmila Ivanovna Csernih,Ljudmila Iwanowna Tschernych
http://www.wikidata.org/entity/Q234878,Ljudmila Ivanovna Csernih,Lyudmila Chernykh
http://www.wikidata.org/entity/Q241754,André Kertész,Kertész Andor
http://www.wikidata.org/entity/Q241635,Szicíliai Eleonóra aragóniai királyné,Aragóniai Eleinóra
http://www.wikidata.org/entity/Q234949,David Baltimore,David L. Baltimore
http://www.wikidata.org/entity/Q232302,Herskó Ferenc,Avram Hersko
http://www.wikidata.org/entity/Q237951,Douglas Hyde,An Craoibhín Aoibhinn
http://www.wikidata.org/entity/Q237951,Douglas Hyde,Douglas Ross Hyde
http://www.wikidata.org/entity/Q237951,Douglas Hyde,Dubhghlas de hÍde
http://www.wikidata.org/entity/Q237960,Clodius Albinus római császár,Albinus
http://www.wikidata.org/entity/Q237960,Clodius Albinus római császár,Clodius Albinus
http://www.wikidata.org/entity/Q237960,Clodius Albinus római császár,Imperator Caesar Decimus Clodius Septimius Albinus Augustus
http://www.wikidata.org/entity/Q237960,Clodius Albinus római császár,t Decimus Clodius Albinus
http://www.wikidata.org/entity/Q232059,Ann-Margret,Ann-Margret Olsson
http://www.wikidata.org/entity/Q234900,Linda Darnell,Monetta Eloyse Darnall
http://www.wikidata.org/entity/Q237886,Normandiai Adéla,Adela of Blois
http://www.wikidata.org/entity/Q237886,Normandiai Adéla,Adèle de Normandie
http://www.wikidata.org/entity/Q246350,Tettamanti A. Károly,Tettamanti Albin Károly
http://www.wikidata.org/entity/Q241826,Karin Enke,Karin Enke-Richter
http://www.wikidata.org/entity/Q241917,Faina Melnyik,Faina Grigorjevna Melnyik
http://www.wikidata.org/entity/Q241806,Yorki Margit angol királyi hercegnő,Plantagenet Margit angol királyi hercegnő
http://www.wikidata.org/entity/Q232333,Karen Black,Karen Blanche Black
http://www.wikidata.org/entity/Q232333,Karen Black,Karen Blanche Ziegler
http://www.wikidata.org/entity/Q238046,Ahmed Haszan al-Bakr,Ahmad Hasan al-Bakr
http://www.wikidata.org/entity/Q238046,Ahmed Haszan al-Bakr,Ahmed Hassan al-Bakr
http://www.wikidata.org/entity/Q238046,Ahmed Haszan al-Bakr,Al-Bakr
http://www.wikidata.org/entity/Q235125,Heller Ágnes,Agnes Heller
http://www.wikidata.org/entity/Q235125,Heller Ágnes,Ágnes Heller
http://www.wikidata.org/entity/Q246135,Mary Lacy,Mary Slade
http://www.wikidata.org/entity/Q235032,Věra Chytilová,Vera Chytilova
http://www.wikidata.org/entity/Q235032,Věra Chytilová,Vera Chytilová
http://www.wikidata.org/entity/Q232308,Selman Waksman,Selman Abraham Waksman
http://www.wikidata.org/entity/Q235035,Sandra Izbașa,Sandra Izbasa
http://www.wikidata.org/entity/Q235035,Sandra Izbașa,Sandra Izbaşa
http://www.wikidata.org/entity/Q246731,Theodosius Dobzhansky,Theodosius Grygorovych Dobzhansky
http://www.wikidata.org/entity/Q232098,Lauren Ambrose,Lauren Anne D'Ambruoso
http://www.wikidata.org/entity/Q234952,Betsy Ross,Elizabeth Griscom
http://www.wikidata.org/entity/Q234955,Samaire Armstrong,Samaire Rhys Armstrong
http://www.wikidata.org/entity/Q235066,Laurie Anderson,Laura Phillips Anderson
http://www.wikidata.org/entity/Q232477,Jacqueline Bisset,Winnifred Jacqueline Fraser-Bisset
http://www.wikidata.org/entity/Q241939,Pak Hjonszuk,Pak Hyon-suk
http://www.wikidata.org/entity/Q241943,Ambrus Attila,Viszkis rabló
http://www.wikidata.org/entity/Q241965,Timo Kotipelto,Timo Antero Kotipelto
http://www.wikidata.org/entity/Q248308,An-Nábiga adz-Dzubjáni,Al-Nabigha
http://www.wikidata.org/entity/Q248308,An-Nábiga adz-Dzubjáni,Zijád ibn Muávija
http://www.wikidata.org/entity/Q253132,Pierre Choque,Bretagne-i Péter
http://www.wikidata.org/entity/Q253132,Pierre Choque,Pierre dit Bretagne
http://www.wikidata.org/entity/Q235132,Emilia Clarke,Emilia Isabelle Euphemia Rose Clarke
http://www.wikidata.org/entity/Q235077,Jerry Goldsmith,Jerrald King Goldsmith
http://www.wikidata.org/entity/Q235162,Bragança Mária Franciska,Portugáliai Mária Franciska
http://www.wikidata.org/entity/Q238674,Abody Béla,Béla Abody
http://www.wikidata.org/entity/Q238391,Hajá Harárít,Haya Harareet
http://www.wikidata.org/entity/Q238391,Hajá Harárít,Haya Hararit
http://www.wikidata.org/entity/Q238391,Hajá Harárít,Haya Neuberg
http://www.wikidata.org/entity/Q235174,Aragóniai Jolán címzetes nápolyi királyné,Jolanda
http://www.wikidata.org/entity/Q235174,Aragóniai Jolán címzetes nápolyi királyné,Jolánta
http://www.wikidata.org/entity/Q253288,Anne Desclos,Dominique Aury
http://www.wikidata.org/entity/Q253288,Anne Desclos,Pauline Réage
http://www.wikidata.org/entity/Q248669,Almási Éva,Éva Almási
http://www.wikidata.org/entity/Q248715,Garai Gábor,Ruprecht Gábor
http://www.wikidata.org/entity/Q238616,Joris Ivens,Georg Henri Anton Ivens
http://www.wikidata.org/entity/Q238616,Joris Ivens,Ivens
http://www.wikidata.org/entity/Q238470,Aliz Bourbon–parmai hercegnő,Aliz Bourbon–pármai hercegnő
http://www.wikidata.org/entity/Q238500,Cytherea,Cassieardolla Story
http://www.wikidata.org/entity/Q238500,Cytherea,Cytheria
http://www.wikidata.org/entity/Q242153,Karolina Mária Bourbon–parmai hercegnő,Karolina Mária Bourbon–pármai hercegnő
http://www.wikidata.org/entity/Q242153,Karolina Mária Bourbon–parmai hercegnő,Bourbon–parmai Karolina
http://www.wikidata.org/entity/Q242153,Karolina Mária Bourbon–parmai hercegnő,Karolina Bourbon–parmai hercegnő
http://www.wikidata.org/entity/Q238712,Sasha Pieterse,"Sassy, Pie"
http://www.wikidata.org/entity/Q235294,Barbara Carrera,Bárbara Carrera
http://www.wikidata.org/entity/Q235294,Barbara Carrera,Barbara Kingsbury
http://www.wikidata.org/entity/Q242095,Dino Buzzati,Dino Buzzati Traverso
http://www.wikidata.org/entity/Q242101,Lomb Kató,Kató Lomb
http://www.wikidata.org/entity/Q242101,Lomb Kató,Lomb Frigyesné
http://www.wikidata.org/entity/Q242101,Lomb Kató,Szilárd Katalin
http://www.wikidata.org/entity/Q238702,Brian W. Aldiss,Brian Aldiss
http://www.wikidata.org/entity/Q238702,Brian W. Aldiss,Brian Wilson Aldiss
http://www.wikidata.org/entity/Q238739,George Wells Beadle,George Beadle
http://www.wikidata.org/entity/Q238739,George Wells Beadle,George W. Beadle
http://www.wikidata.org/entity/Q247572,Liüntika,Levente
http://www.wikidata.org/entity/Q247611,Ahmet İzzet Furgaç,Ahmet İzzet
http://www.wikidata.org/entity/Q247685,Horvai István,István Horvai
http://www.wikidata.org/entity/Q238751,Dóczy Lajos,Lajos Dóczi
http://www.wikidata.org/entity/Q238751,Dóczy Lajos,Ludwig von Dóczi
http://www.wikidata.org/entity/Q253384,Loretta Young,Young
http://www.wikidata.org/entity/Q253384,Loretta Young,Gretchen Michaela Young
http://www.wikidata.org/entity/Q253395,Bella Ahatovna Ahmadulina,Bella Achmadulina
http://www.wikidata.org/entity/Q253395,Bella Ahatovna Ahmadulina,Bella Akhmadullina
http://www.wikidata.org/entity/Q253395,Bella Ahatovna Ahmadulina,Isabella Achmadulina
http://www.wikidata.org/entity/Q235328,Alison Brie,Alison Brie Schermerhorn
http://www.wikidata.org/entity/Q235333,Britt Robertson,Robertson
http://www.wikidata.org/entity/Q235184,John E. Walker,John Walker
http://www.wikidata.org/entity/Q235184,John E. Walker,John Ernest Walker
http://www.wikidata.org/entity/Q253440,Katie McGrath,"Katherine ""Katie"" McGrath"
http://www.wikidata.org/entity/Q253440,Katie McGrath,Katherine McGrath
http://www.wikidata.org/entity/Q253446,Anna Ancher,Anna Brøndum
http://www.wikidata.org/entity/Q235333,Britt Robertson,Brittany Leanna Robertson
http://www.wikidata.org/entity/Q249642,II. Jakab nápolyi király,Bourbon Jakab
http://www.wikidata.org/entity/Q248988,Kőbán Rita,Rita Kőbán
http://www.wikidata.org/entity/Q249486,Gerecs Árpád,Árpád Gerecs
http://www.wikidata.org/entity/Q249486,Gerecs Árpád,Gremsperger Árpád
http://www.wikidata.org/entity/Q249528,Albert Costa,Albert Costa Balboa
http://www.wikidata.org/entity/Q249538,Pálóczi Horváth Ádám,Ádám Pálóczi Horváth
http://www.wikidata.org/entity/Q249557,Steinmetz Ádám,Adam Steinmetz
http://www.wikidata.org/entity/Q249557,Steinmetz Ádám,Ádám Steinmetz
http://www.wikidata.org/entity/Q249572,Szalai Ádám,Szalai Ádám Csaba
http://www.wikidata.org/entity/Q249345,Tordai Teri,Terry Torday
http://www.wikidata.org/entity/Q249197,Frederick Forsyth,Frederick McCarthy Forsyth
http://www.wikidata.org/entity/Q257427,Mészáros Márta,Jancsó Miklósné
http://www.wikidata.org/entity/Q249736,Dombi Rudolf,Rudolf Dombi
http://www.wikidata.org/entity/Q247826,Abraham Heidanus,Abraham van der Heyden
http://www.wikidata.org/entity/Q247866,Fernand Vix,Fernand Vyx
http://www.wikidata.org/entity/Q253576,Tőzsér Dániel,Dániel Tőzsér
http://www.wikidata.org/entity/Q248059,Zülfü Livaneli,Ömer Zülfü Livanelioğlu
http://www.wikidata.org/entity/Q248120,Donald Quarrie,Don Quarrie
http://www.wikidata.org/entity/Q260924,Clint Malarchuk,Clint Regan Malarchuk
http://www.wikidata.org/entity/Q238716,Békésy György,Georg von Bekesy
http://www.wikidata.org/entity/Q238716,Békésy György,Georg von Békésy
http://www.wikidata.org/entity/Q238716,Békésy György,György Békésy
http://www.wikidata.org/entity/Q262077,Balázs Nándor,Balázs Nándor László
http://www.wikidata.org/entity/Q262077,Balázs Nándor,Nandor Balazs
http://www.wikidata.org/entity/Q253626,Cson Dzsihjon,Gianna Jun
http://www.wikidata.org/entity/Q253626,Cson Dzsihjon,Jeon Ji-hyeon
http://www.wikidata.org/entity/Q253626,Cson Dzsihjon,Jun Ji-hyun
http://www.wikidata.org/entity/Q262192,Poitoui Ágnes,Aquitániai Ágnes
http://www.wikidata.org/entity/Q262098,Vlagyimir Lukics Borovikovszkij,Vladimir Borovikovsky
http://www.wikidata.org/entity/Q262098,Vlagyimir Lukics Borovikovszkij,Wladimir Lukitsch Borowikowski
http://www.wikidata.org/entity/Q262150,Sebestyén Júlia,Gor-Sebestyén Júlia
http://www.wikidata.org/entity/Q253453,Marie d’Agoult,Daniel Stern
http://www.wikidata.org/entity/Q253462,Josef von Báky,Báky József
http://www.wikidata.org/entity/Q253798,Astrid Nuyens,Astrid Coppens
http://www.wikidata.org/entity/Q257181,Lucien Tesnière,Lucien Tesniere
http://www.wikidata.org/entity/Q249971,Armagnaci Mattea aragóniai trónörökösné,"Márta, Mária"
http://www.wikidata.org/entity/Q261196,Adam Dragosavljević,Adam S. Dragosavljević
http://www.wikidata.org/entity/Q261223,Aino Kallas,Kallas
http://www.wikidata.org/entity/Q261223,Aino Kallas,Aino Krohn
http://www.wikidata.org/entity/Q261223,Aino Kallas,Aino Suonio
http://www.wikidata.org/entity/Q261227,Guy Ecker,Ecker
http://www.wikidata.org/entity/Q261301,Habsburg–Toscanai Mária Izabella főhercegnő,Ausztriai Mária Izabella főhercegnő
http://www.wikidata.org/entity/Q257246,Szamosközy István,István Szamosközy
http://www.wikidata.org/entity/Q257271,Loretta Devine,Devine
http://www.wikidata.org/entity/Q261905,Habsburg Mária főhercegnő,Ausztriai Mária
http://www.wikidata.org/entity/Q248230,Abafi Lajos,Aigner Lajos
http://www.wikidata.org/entity/Q248230,Abafi Lajos,Ludwig Aigner
http://www.wikidata.org/entity/Q248247,Guszalewicz Alice,Farkas Erzsébet Ludmilla
http://www.wikidata.org/entity/Q253798,Astrid Nuyens,Astrid Bryan
http://www.wikidata.org/entity/Q261847,I. Sarolta ciprusi királynő,Lusignan Karola
http://www.wikidata.org/entity/Q261847,I. Sarolta ciprusi királynő,Lusignan Sarolta
http://www.wikidata.org/entity/Q261896,Monika Soćko,Monica Socko
http://www.wikidata.org/entity/Q261896,Monika Soćko,Monika Bobrowska
http://www.wikidata.org/entity/Q261896,Monika Soćko,Monika Socko
http://www.wikidata.org/entity/Q253764,Gates McFadden,Cheryl Gates McFadden
http://www.wikidata.org/entity/Q253764,Gates McFadden,Cheryl McFadden
http://www.wikidata.org/entity/Q253777,Arvo Aaltonen,Aaltonen
http://www.wikidata.org/entity/Q262437,Arie Luyendyk,Arie Luijendijk
http://www.wikidata.org/entity/Q257872,Aspazija,Elza Pliekšāne
http://www.wikidata.org/entity/Q257872,Aspazija,Johanna Emīlija Lizete Rozenberga
http://www.wikidata.org/entity/Q257606,Gilmar,Gylmar dos Santos Neves
http://www.wikidata.org/entity/Q250395,Pataky Kálmán,Koloman von Pataky
http://www.wikidata.org/entity/Q254047,Renáta Tomanová,Renata Tomanova
http://www.wikidata.org/entity/Q254060,Sarolta monacói trónörökösnő,Grimaldi Sarolta
http://www.wikidata.org/entity/Q254085,Stuart Margit francia trónörökösné,Skóciai Margit
http://www.wikidata.org/entity/Q261419,Habsburg Borbála főhercegnő,Ausztriai Borbála
http://www.wikidata.org/entity/Q261456,Delphine Seyrig,Delphine Claire Beltiane Seyrig
http://www.wikidata.org/entity/Q257803,Tamási Áron,Áron Tamási
http://www.wikidata.org/entity/Q257803,Tamási Áron,Tamás János
http://www.wikidata.org/entity/Q257847,Pigniczki Krisztina,Piga
http://www.wikidata.org/entity/Q257847,Pigniczki Krisztina,Krisztina Pigniczki
http://www.wikidata.org/entity/Q257847,Pigniczki Krisztina,Sepsiné Pigniczki Krisztina
http://www.wikidata.org/entity/Q250140,I. Andronikosz trapezunti császár,Andronikosz Gidón
http://www.wikidata.org/entity/Q250140,I. Andronikosz trapezunti császár,Andronikosz Gidosz
http://www.wikidata.org/entity/Q261681,Lorraine Crapp,Lorraine Joyce Crapp
http://www.wikidata.org/entity/Q261681,Lorraine Crapp,Lorraine Joyce Thurlow
http://www.wikidata.org/entity/Q261811,Adelheid löwenstein-wertheim-rosenbergi hercegnő,Adelheid Zsófia löwenstein-wertheim-rosenbergi hercegnő
http://www.wikidata.org/entity/Q253864,Pietro Toesca,Toesca
http://www.wikidata.org/entity/Q253864,Pietro Toesca,Giovanni Pietro Toesca
http://www.wikidata.org/entity/Q258115,Diego Simeone,Diego Pablo Simeone González
http://www.wikidata.org/entity/Q253961,Nana Alekszandria,Nana Alexandria
http://www.wikidata.org/entity/Q253961,Nana Alekszandria,Nana Georgijevna Alekszandrija
http://www.wikidata.org/entity/Q253990,Fréhel,Pervenche
http://www.wikidata.org/entity/Q253990,Fréhel,Marguerite Boulc’h
http://www.wikidata.org/entity/Q250795,Şahin Diniyev,Diniyev
http://www.wikidata.org/entity/Q261766,Novák Ferenc,Ferenc Novak
http://www.wikidata.org/entity/Q261766,Novák Ferenc,Franc Novak
http://www.wikidata.org/entity/Q261811,Adelheid löwenstein-wertheim-rosenbergi hercegnő,Adelaide de Löwenstein-Wertheim-Rosenberg
http://www.wikidata.org/entity/Q261811,Adelheid löwenstein-wertheim-rosenbergi hercegnő,Adelheid von Löwenstein-Wertheim-Rosenberg
http://www.wikidata.org/entity/Q261722,Thomas Carlyle,Carlyle
http://www.wikidata.org/entity/Q253998,Betti Alver,Elisabet Alver
http://www.wikidata.org/entity/Q253998,Betti Alver,Elisabet Lepik
http://www.wikidata.org/entity/Q253998,Betti Alver,Elisabet Talvik
http://www.wikidata.org/entity/Q257745,Badr ad-Dín al-Ajni,Badr ad-Dín Abu Muhammad Mahmúd ibn Ahmad al-Ajni
http://www.wikidata.org/entity/Q257756,Margaret Hamilton,Margaret Brainard Hamilton
http://www.wikidata.org/entity/Q257761,Budai László,Bednarik László
http://www.wikidata.org/entity/Q257761,Budai László,Budai II
http://www.wikidata.org/entity/Q257761,Budai László,Budai II László
http://www.wikidata.org/entity/Q257761,Budai László,"Budai László (labdarúgó, 1928)"
http://www.wikidata.org/entity/Q257761,Budai László,Púpos
http://www.wikidata.org/entity/Q262859,Marmaduke Tunstall,Tunstall
http://www.wikidata.org/entity/Q262861,Danny Blanchflower,Robert Dennis Blanchflower
http://www.wikidata.org/entity/Q261693,Juanín García,Juan García Lorenzana
http://www.wikidata.org/entity/Q251100,Békássy Ferenc,Ferenc Bekassy
http://www.wikidata.org/entity/Q251100,Békássy Ferenc,Ferenc Békássy
http://www.wikidata.org/entity/Q263102,Recai Kutan,Mehmet Recai Kutan
http://www.wikidata.org/entity/Q254322,Erzsébet cseh királyi hercegnő,Csehországi Erzsébet
http://www.wikidata.org/entity/Q254333,Cziffra György,Georges Cziffra
http://www.wikidata.org/entity/Q254333,Cziffra György,György Cziffra
http://www.wikidata.org/entity/Q265126,Christopher Mattheisen,Chris Mattheisen
http://www.wikidata.org/entity/Q258545,Cao Lej,Cao Lei
http://www.wikidata.org/entity/Q263213,Anne Golon,Joëlle Danterne
http://www.wikidata.org/entity/Q258704,Vajda Lajos,Lajos Vajda
http://www.wikidata.org/entity/Q254682,Tenskwatawa,Lalawethika
http://www.wikidata.org/entity/Q254682,Tenskwatawa,Nyitott Ajtó
http://www.wikidata.org/entity/Q254682,Tenskwatawa,Sóni Próféta
http://www.wikidata.org/entity/Q254682,Tenskwatawa,Zaj Csináló
http://www.wikidata.org/entity/Q254720,Csang Miran,Jang Mi-ran
http://www.wikidata.org/entity/Q254737,Tisza Kálmán,Kálmán Tisza
http://www.wikidata.org/entity/Q265376,Delphyne Peretto,Delphine Peretto
http://www.wikidata.org/entity/Q255112,Bogsch Árpád,Arpad Bogsch
http://www.wikidata.org/entity/Q255112,Bogsch Árpád,Árpád Bogsch
http://www.wikidata.org/entity/Q255121,Seka,Dorothea Hundley Patton
http://www.wikidata.org/entity/Q255121,Seka,Dorothea Patton
http://www.wikidata.org/entity/Q251397,Nicolas-Charles Bochsa,Robert Nicolas-Charles Bochsa
http://www.wikidata.org/entity/Q251417,Victor Borge,Børge Rosenbaum
http://www.wikidata.org/entity/Q265486,Emilija Halszberijevna Turej,Emilija Turej
http://www.wikidata.org/entity/Q255150,Aeneas Sylivius von Caprara,Äneas Sylvius Caprara
http://www.wikidata.org/entity/Q255150,Aeneas Sylivius von Caprara,Enea Silvio de Caprara
http://www.wikidata.org/entity/Q258611,Knut Bohwim,Knut Gudbrand Andreas Bohwim
http://www.wikidata.org/entity/Q258910,Brandenburgi Borbála magyar királyné,Brandenburgi Barbara
http://www.wikidata.org/entity/Q258910,Brandenburgi Borbála magyar királyné,Hohenzollern Barbara
http://www.wikidata.org/entity/Q258910,Brandenburgi Borbála magyar királyné,Hohenzollern Borbála
http://www.wikidata.org/entity/Q263430,Szász Károly,Károly Szász
http://www.wikidata.org/entity/Q254988,Avetik Iszahakjan,Avetik Isahakian
http://www.wikidata.org/entity/Q254988,Avetik Iszahakjan,Avetik Isahakyan
http://www.wikidata.org/entity/Q254988,Avetik Iszahakjan,Awetik Issahakjan
http://www.wikidata.org/entity/Q263587,Földes Péter Mihály,Peter Foldes
http://www.wikidata.org/entity/Q263587,Földes Péter Mihály,Peter Földes
http://www.wikidata.org/entity/Q263621,Al Bano,Albano Carrisi
http://www.wikidata.org/entity/Q251912,Ángel Sanz Briz,a „budapesti angyal”
http://www.wikidata.org/entity/Q265422,Jean Acker,Harriet Acker
http://www.wikidata.org/entity/Q265460,Luxemburgi Margit magyar királyné,Idősebb Luxemburgi Margit
http://www.wikidata.org/entity/Q251593,Ángel Espinosa,Ángel Espinosa Capó
http://www.wikidata.org/entity/Q252359,Kézdi Árpád,Kalcher Árpád
http://www.wikidata.org/entity/Q252442,Vilt Tibor,Tibor Vilt
http://www.wikidata.org/entity/Q258990,Blaha Lujza,Reindl Ludovika
http://www.wikidata.org/entity/Q259054,Jim Al-Khalili,Jameel Sadik Al-Khalili
http://www.wikidata.org/entity/Q255323,Gemma Arterton,Gemma Christina Arterton
http://www.wikidata.org/entity/Q254603,Alice Faye,Alice Jeanne Leppert
http://www.wikidata.org/entity/Q258385,Roberta Lynn Bondar,Roberta Bondar
http://www.wikidata.org/entity/Q255011,Hana Mandlíková,Hana Mandlikova
http://www.wikidata.org/entity/Q255033,Géraldine albán királyné,Apponyi Géraldine
http://www.wikidata.org/entity/Q255044,Kónéru Hanpi,Humpy Koneru
http://www.wikidata.org/entity/Q255044,Kónéru Hanpi,Koneru Humpy
http://www.wikidata.org/entity/Q265895,Ivana Rožman,Rožman
http://www.wikidata.org/entity/Q255253,Marie Bashkirtseff,Мария Константиновна Башкирцева
http://www.wikidata.org/entity/Q255277,Eve Angel,Dobos Éva
http://www.wikidata.org/entity/Q252083,Ángeles González-Sinde,Sinde
http://www.wikidata.org/entity/Q252083,Ángeles González-Sinde,González-Sinde
http://www.wikidata.org/entity/Q252142,Jedlik Ányos,Ányos Jedlik
http://www.wikidata.org/entity/Q252142,Jedlik Ányos,Jedlik István
http://www.wikidata.org/entity/Q265770,Irina Szolomonovna Levityina,Irina Levitina
http://www.wikidata.org/entity/Q265770,Irina Szolomonovna Levityina,Irina Levityina
http://www.wikidata.org/entity/Q265772,Dragomir Jovanović,Jovanovic
http://www.wikidata.org/entity/Q265772,Dragomir Jovanović,Jovanović
http://www.wikidata.org/entity/Q259123,Corinne Cléry,Corinna Piccolo
http://www.wikidata.org/entity/Q259123,Corinne Cléry,Corinne Clery
http://www.wikidata.org/entity/Q252311,Bolyai Farkas,Farkas Bolyai
http://www.wikidata.org/entity/Q252311,Bolyai Farkas,Farkas Wolfgang Bolyai
http://www.wikidata.org/entity/Q265676,Jozef Ignác Bajza,Bajza József Ignác
http://www.wikidata.org/entity/Q265702,Berit Mørdre Lammedal,Berit Mørdre
http://www.wikidata.org/entity/Q264185,Pálffy György,Oesterreicher György
http://www.wikidata.org/entity/Q255400,Mária Antónia nápoly–szicíliai királyi hercegnő,Mária Antónia Jozefa Leopoldina
http://www.wikidata.org/entity/Q255457,Olympia Mancini,Olympe Mancini
http://www.wikidata.org/entity/Q259151,Perry Lopez,Julios Caesar Lopez
http://www.wikidata.org/entity/Q259082,Danny Alexander,Daniel Grian Alexander
http://www.wikidata.org/entity/Q265849,Brandenburgi Katalin,Catherine of Brandenburg
http://www.wikidata.org/entity/Q265849,Brandenburgi Katalin,Ecaterina de Brandenburg
http://www.wikidata.org/entity/Q265849,Brandenburgi Katalin,Katharina von Brandenburg
http://www.wikidata.org/entity/Q265858,Monica Roșu,Monica Rosu
http://www.wikidata.org/entity/Q265858,Monica Roșu,Monica Roşu
http://www.wikidata.org/entity/Q259282,Betty Stöve,Betty Flippina Stöve
http://www.wikidata.org/entity/Q259282,Betty Stöve,Betty Stove
http://www.wikidata.org/entity/Q259314,Janos Prohaska,Prohászka János
http://www.wikidata.org/entity/Q255628,Bettelheim-Gomperz Caroline,Bettelheim Caroline
http://www.wikidata.org/entity/Q255628,Bettelheim-Gomperz Caroline,Bettelheim Karoline
http://www.wikidata.org/entity/Q255628,Bettelheim-Gomperz Caroline,Caroline von Gomperz-Bettelheim
http://www.wikidata.org/entity/Q255809,Hürrem szultána,Alexandra
http://www.wikidata.org/entity/Q255809,Hürrem szultána,Anasztázia Liszovszka
http://www.wikidata.org/entity/Q255809,Hürrem szultána,Haszeki Hürrem szultána
http://www.wikidata.org/entity/Q255809,Hürrem szultána,Rokszolána
http://www.wikidata.org/entity/Q252763,Litvániai Anna lengyel királyné,Aldona
http://www.wikidata.org/entity/Q252788,Karl Mai,Charly
http://www.wikidata.org/entity/Q266051,J,Chung Jae-young
http://www.wikidata.org/entity/Q266051,J,Csong Dzsejong
http://www.wikidata.org/entity/Q266051,J,정재영
http://www.wikidata.org/entity/Q252519,Ghislaine monacói hercegné,"Ghislaine (Ghyslaine) Marie Françoise Dommanget, Ghislaine de Monaco"
http://www.wikidata.org/entity/Q252519,Ghislaine monacói hercegné,Ghislaine Dommanget
http://www.wikidata.org/entity/Q252523,Tangl Ferenc,Ferenc Tangl
http://www.wikidata.org/entity/Q252523,Tangl Ferenc,Franz Tangl
http://www.wikidata.org/entity/Q252527,Friedrich Hirth,Hszia Tö
http://www.wikidata.org/entity/Q252528,Pusztai József,Jožef Pustai
http://www.wikidata.org/entity/Q252528,Pusztai József,József Pusztai
http://www.wikidata.org/entity/Q252556,Antonín Bennewitz,Anton Bennewitz
http://www.wikidata.org/entity/Q259348,Gurinder Chadha,Chadha
http://www.wikidata.org/entity/Q259372,Taccjana Mikalajevna Pucsak,Tatyjana Nyikolajevna Pucsek
http://www.wikidata.org/entity/Q255828,Ifj. Pieter Brueghel,Pieter (II) Brueghel
http://www.wikidata.org/entity/Q255828,Ifj. Pieter Brueghel,Pieter Bruegel cel Tânăr
http://www.wikidata.org/entity/Q255828,Ifj. Pieter Brueghel,Pieter Brueghel der Jüngere
http://www.wikidata.org/entity/Q255828,Ifj. Pieter Brueghel,Pieter Brueghel II
http://www.wikidata.org/entity/Q255828,Ifj. Pieter Brueghel,Pieter Brueghel the Younger
http://www.wikidata.org/entity/Q263696,Debbie Reynolds,Mary Frances Reynolds
http://www.wikidata.org/entity/Q266135,Kovácsi Aladár,Aladár Kovácsi
http://www.wikidata.org/entity/Q266415,Kaufmann Izidor,Isidor Kaufmann
http://www.wikidata.org/entity/Q266208,Göncz Kinga,Göncz Kinga Mária
http://www.wikidata.org/entity/Q266208,Göncz Kinga,Kinga Göncz
http://www.wikidata.org/entity/Q266228,Adam Hicks,Adam Paul Neilson Hicks
http://www.wikidata.org/entity/Q259213,I. Irén trapezunti császárnő,Eiréné Palaiologina
http://www.wikidata.org/entity/Q259213,I. Irén trapezunti császárnő,Palaiologosz Irén
