human,name_hu,alias_hu
http://www.wikidata.org/entity/Q4679824,Somlai-Fischer Ádám,Somlai-Fischer Szabolcs
http://www.wikidata.org/entity/Q4678670,Adam Bahdaj,Dominik Damian
http://www.wikidata.org/entity/Q4678670,Adam Bahdaj,Jan Kot
http://www.wikidata.org/entity/Q4684820,Puși Dinulescu,Dinulescu
http://www.wikidata.org/entity/Q4684820,Puși Dinulescu,Dumitru Dinulescu
http://www.wikidata.org/entity/Q4684822,Radu Ștefan Mazăre,Radu Mazăre
http://www.wikidata.org/entity/Q4691677,Agda Östlund,Östlund
http://www.wikidata.org/entity/Q4685234,Adrian Monger,Adrian Calero Monger
http://www.wikidata.org/entity/Q4683247,Mónika Sánchez,Mónika Analia Sánchez Torre
http://www.wikidata.org/entity/Q4683618,Admir Salihović,Salihović
http://www.wikidata.org/entity/Q4696147,Ahmet Alkan,Alkan
http://www.wikidata.org/entity/Q4696171,Ahmet Gülhan,Gülhan
http://www.wikidata.org/entity/Q4696181,Ahmet Mithat Berberoğlu,Berberoğlu
http://www.wikidata.org/entity/Q4696186,Ahmet Nuri Öztekin,Ethem Servet Boral
http://www.wikidata.org/entity/Q4696212,Tevfik Ahmet Özal,Ahmet Özal
http://www.wikidata.org/entity/Q4684144,Adolf Petrovszkij,Adolf Petrovsky
http://www.wikidata.org/entity/Q4684144,Adolf Petrovszkij,Адольф Маркович Петровский
http://www.wikidata.org/entity/Q4704500,Al Murray,Alastair James Hay Murray
http://www.wikidata.org/entity/Q4697374,Aina Erlander,Aina Andersson
http://www.wikidata.org/entity/Q4697461,Aino Malmberg,Malmberg
http://www.wikidata.org/entity/Q4690359,Afrânio Peixoto,Júlio Afrânio Peixoto
http://www.wikidata.org/entity/Q4703596,Al Blake,Vladimir Petrov
http://www.wikidata.org/entity/Q4703884,Al Glendinning,Alan Glendinning
http://www.wikidata.org/entity/Q4711962,Alberto Cabero,Alberto Cabero Díaz
http://www.wikidata.org/entity/Q4712025,Alberto Fernández de Rosa,Alberto Fernandez de Rosa
http://www.wikidata.org/entity/Q4710639,Albert Kinert,Kinert
http://www.wikidata.org/entity/Q4710639,Albert Kinert,Toma Božić
http://www.wikidata.org/entity/Q4712072,Alberto Hemsi,Hemsi
http://www.wikidata.org/entity/Q4716155,Alenka Gerlovič,Gerlovič
http://www.wikidata.org/entity/Q4717450,Neş'e Erdok,Neşe Erdok
http://www.wikidata.org/entity/Q4714571,Alejandro Hernández,Alejandro Hernandez
http://www.wikidata.org/entity/Q4714571,Alejandro Hernández,Alejandro Manrique Hernández Reinoso
http://www.wikidata.org/entity/Q4718926,Alexander Gardner,Alexander Haughton Campbell Gardner
http://www.wikidata.org/entity/Q4718926,Alexander Gardner,Gordana Khan
http://www.wikidata.org/entity/Q4718930,Alexander Gatehouse,Alexander Hugh Gatehouse
http://www.wikidata.org/entity/Q4718931,Alexander Gauge,Tuck atya
http://www.wikidata.org/entity/Q4720402,Alexander Wilson,Gregory Wilson
http://www.wikidata.org/entity/Q4720402,Alexander Wilson,Geoffrey Spencer
http://www.wikidata.org/entity/Q4720402,Alexander Wilson,Michael Chesney
http://www.wikidata.org/entity/Q4720402,Alexander Wilson,Alexander Joseph Patrick Wilson
http://www.wikidata.org/entity/Q4717876,Tarnóczy Sándor,Alex Tarnoczi
http://www.wikidata.org/entity/Q4722118,Alphonse de Bourbon-Apodace,Alfonso de Bourbon
http://www.wikidata.org/entity/Q4720402,Alexander Wilson,Alexander Gordon Chesney Wilson
http://www.wikidata.org/entity/Q4719457,Alexander M. Schenker,Schenker
http://www.wikidata.org/entity/Q4720557,Aljakszandr Szjarhejevics Zajcsikav,Alekszandr Szergejevics Zajcsikov
http://www.wikidata.org/entity/Q4720557,Aljakszandr Szjarhejevics Zajcsikav,Alekszandr Zajcsikov
http://www.wikidata.org/entity/Q4720557,Aljakszandr Szjarhejevics Zajcsikav,Aljakszandr Zajcsikav
http://www.wikidata.org/entity/Q4720820,Alexandre Danilevsky,Alexandre Danilevski
http://www.wikidata.org/entity/Q4723526,Tibor Alfréd,Goldstein Alfréd
http://www.wikidata.org/entity/Q4725613,Aliash Tepina,Tepina
http://www.wikidata.org/entity/Q4725613,Aliash Tepina,Aljaž Tepina
http://www.wikidata.org/entity/Q4725267,Ali Yağmur,Yağmur
http://www.wikidata.org/entity/Q4725339,Ali Şahin,Şahin
http://www.wikidata.org/entity/Q4725339,Ali Şahin,Sahin
http://www.wikidata.org/entity/Q4725560,Aljakszandra Aljakszandravna Szasznovics,Aliaksandra Sasnovich
http://www.wikidata.org/entity/Q4725560,Aljakszandra Aljakszandravna Szasznovics,Aljakszandra Szasznovics
http://www.wikidata.org/entity/Q4727361,Goriupp Aliz,Goriupp Alice
http://www.wikidata.org/entity/Q4727361,Goriupp Aliz,Goriupp Alisz
http://www.wikidata.org/entity/Q4731025,Allan Warnke,Warnke
http://www.wikidata.org/entity/Q4724699,Ali Baban,Ali Ghalib Baban
http://www.wikidata.org/entity/Q4724932,Ali Huszejn Kandíl,Ali Kandil
http://www.wikidata.org/entity/Q4724932,Ali Huszejn Kandíl,Ali Hussein Kandil
http://www.wikidata.org/entity/Q4724932,Ali Huszejn Kandíl,Aly Hussein Kandil
http://www.wikidata.org/entity/Q4724967,Ali Këlcyra,Ali Klissura
http://www.wikidata.org/entity/Q4734601,Alootook Ipellie,Ipellie
http://www.wikidata.org/entity/Q4734838,Alper Saruhan,Saruhan
http://www.wikidata.org/entity/Q4734840,Alper Sezener,Sezener
http://www.wikidata.org/entity/Q4734842,Alper Yılmaz,Yılmaz
http://www.wikidata.org/entity/Q4750474,Ana Paula Belo,Ana Paula Rodrigues
http://www.wikidata.org/entity/Q4736145,Altan Erkekli,Erkekli
http://www.wikidata.org/entity/Q4755027,Andrea Cornaro,Andrea Corner
http://www.wikidata.org/entity/Q4745921,Kasztíliai Katalin,Ifjabb Kasztíliai Katalin
http://www.wikidata.org/entity/Q4749200,Elazar Abuhatzeira,Baba Elazar
http://www.wikidata.org/entity/Q4749151,Amy Cuddy,Amy Joy Casselberry Cuddy
http://www.wikidata.org/entity/Q4739085,Amador Álvarez,Amador Alvarez Alvarez
http://www.wikidata.org/entity/Q4755305,Andrea Torres,Torres
http://www.wikidata.org/entity/Q4755305,Andrea Torres,Andrea Elizabeth Torres
http://www.wikidata.org/entity/Q4755714,Andreea Marin,Andreea Violeta Marin
http://www.wikidata.org/entity/Q4749380,Amy Schumer,Amy Beth Schumer
http://www.wikidata.org/entity/Q4739346,Robert Osborne,Bob Osborne
http://www.wikidata.org/entity/Q4739346,Robert Osborne,Robert Jolin Osborne
http://www.wikidata.org/entity/Q4739397,Amalia Küssner Coudert,Amalia Küssner
http://www.wikidata.org/entity/Q4754545,Basch Andor,Andor Basch
http://www.wikidata.org/entity/Q4756042,Andrej Gosar,Gosar
http://www.wikidata.org/entity/Q4754714,Angyal András,Andras Angyal
http://www.wikidata.org/entity/Q4754797,Andre Hajdu,Hajdu András
http://www.wikidata.org/entity/Q4759339,Andrija Buvina,Buvina
http://www.wikidata.org/entity/Q4758806,Vázsonyi Endre,Andrew Vázsonyi
http://www.wikidata.org/entity/Q4758806,Vázsonyi Endre,Endre Weiszfeld
http://www.wikidata.org/entity/Q4758806,Vázsonyi Endre,Weiszfeld Endre
http://www.wikidata.org/entity/Q4758806,Vázsonyi Endre,Zepartzatt Gozinto
http://www.wikidata.org/entity/Q4759789,Radó András,András Radó
http://www.wikidata.org/entity/Q4758075,Andrew Mozina,Mozina
http://www.wikidata.org/entity/Q4758125,Andrew Nikolić,Nikolić
http://www.wikidata.org/entity/Q4761332,Andy Sommerville,H. T. Summersgill
http://www.wikidata.org/entity/Q4759967,Libik András,André Libik
http://www.wikidata.org/entity/Q4765991,Ankaralı Turgut,Turgut
http://www.wikidata.org/entity/Q4770912,Berkes Antal,Antal Berkes
http://www.wikidata.org/entity/Q4767634,Anna Zahorska,Savitri
http://www.wikidata.org/entity/Q4767660,Komnénosz Anna grúz királyné,"Komnéna Anna, Komnéné Anna"
http://www.wikidata.org/entity/Q4760091,André Vinicius,André Vinicius Lima Oliveira
http://www.wikidata.org/entity/Q4768086,Anne-Marie Imafidon,Anne-Marie Osawemwenze Ore-Ofe Imafidon
http://www.wikidata.org/entity/Q4775701,Anton Calenic,Calenic
http://www.wikidata.org/entity/Q4777420,Antti Louhisto,Louhisto
http://www.wikidata.org/entity/Q4775953,Anton Peterlin,Peterlin
http://www.wikidata.org/entity/Q4775979,Anton Rukavina,Rukavina
http://www.wikidata.org/entity/Q4783342,Arabesque,Stephen Kawalit
http://www.wikidata.org/entity/Q4790469,Ariel Schulman,Rel
http://www.wikidata.org/entity/Q4776072,Zilzer Antal,Anton Zilzer
http://www.wikidata.org/entity/Q4790487,Ariella Ferrera,Ariella Ferrara
http://www.wikidata.org/entity/Q4776256,Antonia Rey,Antonia Francesch
http://www.wikidata.org/entity/Q4785862,Habsburg–Tiroli Mária főhercegnő,Ausztriai Mária
http://www.wikidata.org/entity/Q4792700,Schönberger Armand,Armand Schonberger
http://www.wikidata.org/entity/Q4792700,Schönberger Armand,Armand Schönberger
http://www.wikidata.org/entity/Q4786612,Archie Barnes,Archibald Charles Barnes
http://www.wikidata.org/entity/Q4795706,Virágh Árpád,Arpad Viragh
http://www.wikidata.org/entity/Q4801997,Raszul Csunajev,Rəsul Çunayev
http://www.wikidata.org/entity/Q4808727,Živko Radišić,Radišić
http://www.wikidata.org/entity/Q4808727,Živko Radišić,Живко Радишић
http://www.wikidata.org/entity/Q4810722,Garo Mafyan,Mafyan
http://www.wikidata.org/entity/Q4801667,Artur Sahinján,Արթուր Շահինյան
http://www.wikidata.org/entity/Q4830755,Aya,Aja
http://www.wikidata.org/entity/Q4830755,Aya,Iji
http://www.wikidata.org/entity/Q4830755,Aya,Iy
http://www.wikidata.org/entity/Q4822587,Erhan Deniz,Pitbull Attack
http://www.wikidata.org/entity/Q4831706,Aysel Taş,Aysel Shevkedova
http://www.wikidata.org/entity/Q4831706,Aysel Taş,Айсел Шевкедова
http://www.wikidata.org/entity/Q4818445,Szervác Attila,Attror
http://www.wikidata.org/entity/Q4818452,Tóth Attila,Attila Tòth
http://www.wikidata.org/entity/Q4818457,Verestóy Attila,Attila Verestóy
http://www.wikidata.org/entity/Q4831824,Hirano Ajumu,Ayumu Hirano
http://www.wikidata.org/entity/Q4857287,Banu Alkan,Liz Remka Rebronja
http://www.wikidata.org/entity/Q4827378,Csáth Éva,Ava Cadell
http://www.wikidata.org/entity/Q4819677,Auden Schendler,Schendler
http://www.wikidata.org/entity/Q4820125,Levent Kartop,Kartop
http://www.wikidata.org/entity/Q4820178,Vandi Khamiam,Wandee Kameaim
http://www.wikidata.org/entity/Q4842291,Rahmizâde Bâhâeddin Bediz,Bahaettin Rahmi Bediz
http://www.wikidata.org/entity/Q4842291,Rahmizâde Bâhâeddin Bediz,Bediz
http://www.wikidata.org/entity/Q4828448,Avgust Demšar,Demšar
http://www.wikidata.org/entity/Q4828448,Avgust Demšar,Tomaž Zupančič
http://www.wikidata.org/entity/Q4820687,August Duesenberg,August Samuel Duesenberg
http://www.wikidata.org/entity/Q4833505,Fatma Kotan,Fatma Salman Kotan
http://www.wikidata.org/entity/Q4834018,B. H. Haggin,Bernard H. Haggin
http://www.wikidata.org/entity/Q4834018,B. H. Haggin,Haggin
http://www.wikidata.org/entity/Q4845400,Hszü Ji-fan,Xu Yifan
http://www.wikidata.org/entity/Q4834683,Károly Viktor herceg,Karl Viktor zu Wied
http://www.wikidata.org/entity/Q4860246,II. Bardülisz,Bardylis
http://www.wikidata.org/entity/Q4863219,Char-El,Charles Thaxton
http://www.wikidata.org/entity/Q4879123,Nazif Mujić,Mujić
http://www.wikidata.org/entity/Q4880647,Begüm Kütük Yaşaroğlu,Begüm Kütük
http://www.wikidata.org/entity/Q4861379,Bese Barnabás,Barnabás Bese
http://www.wikidata.org/entity/Q4861080,Barkley L. Hendricks,Barkley Leonnade Hendricks
http://www.wikidata.org/entity/Q4881573,I. Beka szamchei herceg,Beka Dzsakeli
http://www.wikidata.org/entity/Q4881764,Bevilaqua-Borsodi Béla,Bevilaqua Béla
http://www.wikidata.org/entity/Q4881774,Katona Béla,Bela Katona
http://www.wikidata.org/entity/Q4864066,Barry C. Lynn,Lynn
http://www.wikidata.org/entity/Q4869443,Baton,Bato
http://www.wikidata.org/entity/Q4887535,Enrique Martín Sánchez,Quique Martín
http://www.wikidata.org/entity/Q4864679,Barry Robins,Barry D. Robins
http://www.wikidata.org/entity/Q4864679,Barry Robins,Barry David Robins
http://www.wikidata.org/entity/Q4870915,Fiedler Ferenc,François Fiedler
http://www.wikidata.org/entity/Q4871229,Anatolij Ivanovics Ivanov,Anatolij Ivanov
http://www.wikidata.org/entity/Q4871229,Anatolij Ivanovics Ivanov,Анатолий Иванович Иванов
http://www.wikidata.org/entity/Q4871345,Gordana Gadžić,Gadžić
http://www.wikidata.org/entity/Q4877021,Beata Szydło,Szydło
http://www.wikidata.org/entity/Q4895254,Bert Ormond,Robert Donaldson Ormond
http://www.wikidata.org/entity/Q4898877,Betty Kershaw,Betty Gammie
http://www.wikidata.org/entity/Q4898877,Betty Kershaw,Janet Elizabeth Murray Gammie
http://www.wikidata.org/entity/Q4898877,Betty Kershaw,Janet Elizabeth Murray Kershaw
http://www.wikidata.org/entity/Q4898943,Betty O'Rourke,Elizabeth Stevens
http://www.wikidata.org/entity/Q4891947,Berkant,Berkant Akgürgen
http://www.wikidata.org/entity/Q4899864,Beyhan Demirdağ Alkan,Alkan
http://www.wikidata.org/entity/Q4899994,Thomas David Anderson,T. D. Anderson
http://www.wikidata.org/entity/Q4908599,Bill Craig,William Craig
http://www.wikidata.org/entity/Q4908599,Bill Craig,William Norval Craig
http://www.wikidata.org/entity/Q4912286,Billy Brown,Buster Brown
http://www.wikidata.org/entity/Q4910528,Bill Posedel,Posedel
http://www.wikidata.org/entity/Q4910820,Bill Selman,Bill G. Selman
http://www.wikidata.org/entity/Q4916977,Birsen Engin,Birsen Bekgöz
http://www.wikidata.org/entity/Q4916977,Birsen Engin,Birsen Yavuz
http://www.wikidata.org/entity/Q4922895,Toshiya Shinohara,Shinohara Toshiya
http://www.wikidata.org/entity/Q4923488,Kheszaraphorn Szuta,Khassaraporn Suta
http://www.wikidata.org/entity/Q4909960,William Lucas,Bill Lucas
http://www.wikidata.org/entity/Q4935101,Bobby Harwell,Bobby Rhea Harwell
http://www.wikidata.org/entity/Q4925679,Blaž Jakopič,Jakopič
http://www.wikidata.org/entity/Q4925692,Blažena Holišová,Holišová
http://www.wikidata.org/entity/Q4934081,Carina Aaltonen,Aaltonen
http://www.wikidata.org/entity/Q4937645,Mira Bartov,Wikström Bartov
http://www.wikidata.org/entity/Q4937702,Bogomir Magajna,Magajna
http://www.wikidata.org/entity/Q4931184,Bo Williams,Kirk Baily
http://www.wikidata.org/entity/Q4931654,Bob Alper,Alper
http://www.wikidata.org/entity/Q4931806,Bob Bergloff,Robert K. Bergloff
http://www.wikidata.org/entity/Q4938585,Bojan Navojec,Navojec
http://www.wikidata.org/entity/Q4933014,Bob Kerr,Robert Kerr
http://www.wikidata.org/entity/Q4938775,Бојан Јовановски,Bojan Jovanovski
http://www.wikidata.org/entity/Q4938775,Бојан Јовановски,Boki 13
http://www.wikidata.org/entity/Q4938775,Бојан Јовановски,Jovanovski
http://www.wikidata.org/entity/Q4941744,Bones Ely,William Frederick Ely
http://www.wikidata.org/entity/Q4936676,Ingrid Arvidsson,Ingrid Löfstedt
http://www.wikidata.org/entity/Q4940132,Gabriella Boris,Brita Gabriella Boris
http://www.wikidata.org/entity/Q4949705,Sandra Gee,Sandra Gundstedt
http://www.wikidata.org/entity/Q4941750,Bones Howe,Dayton Burr Howe
http://www.wikidata.org/entity/Q4942374,Charlotta Cedercreutz,Cedercreutz
http://www.wikidata.org/entity/Q4942374,Charlotta Cedercreutz,Wrangel
http://www.wikidata.org/entity/Q4942374,Charlotta Cedercreutz,Maria Charlotta Cedercreutz
http://www.wikidata.org/entity/Q4947289,Aragóniai Eufémia szicíliai régensnő,Szicíliai Eufémia
http://www.wikidata.org/entity/Q4952077,Linda Halimi,Lindita
http://www.wikidata.org/entity/Q4952988,Boštjan Žitnik,Žitnik
http://www.wikidata.org/entity/Q4953092,Božo Nikolić,Nikolić
http://www.wikidata.org/entity/Q4952651,Valborg Hansson,Hansson
http://www.wikidata.org/entity/Q4952651,Valborg Hansson,Sigrid Valborg Hansson
http://www.wikidata.org/entity/Q4952969,Boško Ralić,Tatek
http://www.wikidata.org/entity/Q4952970,Boško Radonjić,The Yugo
http://www.wikidata.org/entity/Q4952970,Boško Radonjić,Бошко Радоњић
http://www.wikidata.org/entity/Q4952971,Boško Stupić,Бoшкo Cтупић
http://www.wikidata.org/entity/Q4952973,Boško Đorđević,Бошко Ђорђевић
http://www.wikidata.org/entity/Q4952978,Boštjan Burger,Burger
http://www.wikidata.org/entity/Q4952985,Boštjan Lipovšek,Lipovšek
http://www.wikidata.org/entity/Q4952986,Boštjan Zupančič,Zupančič
http://www.wikidata.org/entity/Q4952986,Boštjan Zupančič,Boštjan Marija Zupančič
http://www.wikidata.org/entity/Q4953110,Lisbeth Hedendahl,Elisabeth Wærner
http://www.wikidata.org/entity/Q4964094,Britt Lundgren,Britt Håkansson
http://www.wikidata.org/entity/Q4961673,Lelkes Rozália,Lelkesné
http://www.wikidata.org/entity/Q4961673,Lelkes Rozália,Tomann
http://www.wikidata.org/entity/Q4963260,Draga Ljočić,Draga Ljočić-Milošević
http://www.wikidata.org/entity/Q4963260,Draga Ljočić,Ljočić
http://www.wikidata.org/entity/Q4963325,Anna Ljungdahl Rapp,Ljungdahl Rapp
http://www.wikidata.org/entity/Q4957398,Branislav Dešković,Dešković
http://www.wikidata.org/entity/Q4957472,Branko Marušič,Marušič
http://www.wikidata.org/entity/Q4957764,Ayla Kabaca,Ayla Gülgün Backman Kabaca
http://www.wikidata.org/entity/Q4958050,Bratko Bibič,Bibič
http://www.wikidata.org/entity/Q4964568,Annie Löfstedt,Annie Günther
http://www.wikidata.org/entity/Q4968482,Netta Muskett,Anne Hill
http://www.wikidata.org/entity/Q4968482,Netta Muskett,Netta Rachel Hill Muskett
http://www.wikidata.org/entity/Q4968502,Czélkuti Rudolf,Rudolf Züllich
http://www.wikidata.org/entity/Q4963947,Brian Hansen,Brian Hanson
http://www.wikidata.org/entity/Q4965047,Majda Ra'ad,Ra'ad
http://www.wikidata.org/entity/Q4962859,Hanna Lindmark,Lindmark
http://www.wikidata.org/entity/Q4970598,Ann-Sofie Nylund,Nylund
http://www.wikidata.org/entity/Q4967830,Karin Molander,Molander
http://www.wikidata.org/entity/Q4962858,Charlotte Lindmark,Lindmark
http://www.wikidata.org/entity/Q4969480,Maja Nikolić,Nikolić
http://www.wikidata.org/entity/Q4977262,Bruce Chase,Robert Bruce Chase
http://www.wikidata.org/entity/Q4965169,Hildur Malmberg,Malmberg
http://www.wikidata.org/entity/Q4965176,Sofia Malmberg,Malmberg
http://www.wikidata.org/entity/Q4977835,Bruce Langhorne,Mr. Tambourine Man
http://www.wikidata.org/entity/Q4975511,Terttu Rosengren,Rosengren
http://www.wikidata.org/entity/Q4982184,Bubber Jonnard,Clarence James Jonnard
http://www.wikidata.org/entity/Q4986732,Bujar Qamili,Qamili
http://www.wikidata.org/entity/Q4980754,Ebon Strandin,Ebon Theodora Vilhelmina Strandin
http://www.wikidata.org/entity/Q4980754,Ebon Strandin,Strandin
http://www.wikidata.org/entity/Q4981037,Lucija Stupica,Stupica
http://www.wikidata.org/entity/Q4988695,Agda Helin,Helin
http://www.wikidata.org/entity/Q4983768,Bud Alper,Alper
http://www.wikidata.org/entity/Q4989433,Lisette Pagler,Lisette Pia Hee Young Pagler
http://www.wikidata.org/entity/Q4989433,Lisette Pagler,Pagler
http://www.wikidata.org/entity/Q4984563,Consuelito Vidal,Consuelo Vidal
http://www.wikidata.org/entity/Q4984563,Consuelito Vidal,Consuelo Vidal Regal
http://www.wikidata.org/entity/Q4990014,Christian Bernhard Wilhelm Kerhrer,Kehrer
http://www.wikidata.org/entity/Q4991061,Inga Ålenius,Inga Maria Ålenius
http://www.wikidata.org/entity/Q4991186,Helena Östlund,Östlund
http://www.wikidata.org/entity/Q4991188,Nelly Östlund,Östlund
http://www.wikidata.org/entity/Q5006440,Charles Frederick Goldie,Charles F. Goldie
http://www.wikidata.org/entity/Q4984616,Anna Vikström,Vikström
http://www.wikidata.org/entity/Q4984619,Hanna Vikström,Vikström
http://www.wikidata.org/entity/Q4984622,Monica Vikström-Jokela,Vikström-Jokela
http://www.wikidata.org/entity/Q4984709,Mirjam Vire-Tuominen,Terttu Mirjam Vire-Tuominen
http://www.wikidata.org/entity/Q4984709,Mirjam Vire-Tuominen,Vire-Tuominen
http://www.wikidata.org/entity/Q4984722,Anne-Mari Virolainen,Virolainen
http://www.wikidata.org/entity/Q5000722,Burt Reinhardt,Reinhardt
http://www.wikidata.org/entity/Q4992435,Engelina,Engelina Andrina Larsen
http://www.wikidata.org/entity/Q4990315,Miquel Duran,M. Duran
http://www.wikidata.org/entity/Q4990315,Miquel Duran,Miquel Duran Portas
http://www.wikidata.org/entity/Q5003637,Buğra Gülsoy,Behiç Buğra Gülsoy
http://www.wikidata.org/entity/Q5005000,Bánáthy Antal Béla,Bánáthy A. Béla
http://www.wikidata.org/entity/Q5009189,Ljerka Draženović,Draženović
http://www.wikidata.org/entity/Q4993555,Szari Szaltuk,Sari Salltëku
http://www.wikidata.org/entity/Q4993555,Szari Szaltuk,Sarı Saltık
http://www.wikidata.org/entity/Q5032273,Caner Topaloğlu,Topaloğlu
http://www.wikidata.org/entity/Q5017436,Cahit Zarifoğlu,Abdurrahman Cahit Zarifoğlu
http://www.wikidata.org/entity/Q4994700,Pieter van Kampen,P.J. van Kampen
http://www.wikidata.org/entity/Q4994700,Pieter van Kampen,Pieter Jakob van Kampen
http://www.wikidata.org/entity/Q5005034,Tallián Béla,Béla Tallián
http://www.wikidata.org/entity/Q5005034,Tallián Béla,Tallián Béla Emil György
http://www.wikidata.org/entity/Q5005037,Zsitkovszky Béla,Zitkovszky Béla
http://www.wikidata.org/entity/Q5005059,Béres Zoltán,Béres Zoo
http://www.wikidata.org/entity/Q5005288,Bülent Çetinaslan,Çetinaslan
http://www.wikidata.org/entity/Q5039557,Carilda Oliver Labra,Carilda Oliver
http://www.wikidata.org/entity/Q4995756,Mark Palmer,Robie Marcus Hooker Mark Palmer
http://www.wikidata.org/entity/Q5042482,Carlos Pedro Silva Morais,Caló
http://www.wikidata.org/entity/Q5042640,Carlos Schlieper,Schlieper
http://www.wikidata.org/entity/Q5048564,Casey Reinhardt,Reinhardt
http://www.wikidata.org/entity/Q5048564,Casey Reinhardt,Casey Beau Reinhardt
http://www.wikidata.org/entity/Q5049996,Darnay Kálmán,Dorner Kálmán
http://www.wikidata.org/entity/Q5052999,Habsburg Katalin magdeburgi várgrófné,Ausztriai Katalin
http://www.wikidata.org/entity/Q5064176,Ceren Sarper,Sarper
http://www.wikidata.org/entity/Q5065748,Cevat Abbas Gürer,Mehmet Cevat Abbas Gürer
http://www.wikidata.org/entity/Q5075560,Charles Berger,Heinie Berger
http://www.wikidata.org/entity/Q5074753,Charles-Paul Diday,Paul Diday
http://www.wikidata.org/entity/Q5058630,Cemal Metin Bulutoğluları,Metin Bulutoğluları
http://www.wikidata.org/entity/Q5058837,Cengiz Kurtoğlu,Kurtoğlu
http://www.wikidata.org/entity/Q5066520,Chadwick Boseman,Chadwick Aaron Boseman
http://www.wikidata.org/entity/Q5068474,Ilona magyar királyi hercegnő,Magyarországi Ilona
http://www.wikidata.org/entity/Q5081741,Charles Pratt,Askenootow
http://www.wikidata.org/entity/Q5081741,Charles Pratt,Charles Cowley Prat
http://www.wikidata.org/entity/Q5077903,Charles Furneaux,Furneaux
http://www.wikidata.org/entity/Q5070711,Chance Caldwell,Jay Harrington
http://www.wikidata.org/entity/Q5070711,Chance Caldwell,"Jaroslav Otradovec, Sr."
http://www.wikidata.org/entity/Q5070711,Chance Caldwell,Jay Fox
http://www.wikidata.org/entity/Q5070711,Chance Caldwell,Jay Huntington
http://www.wikidata.org/entity/Q5070711,Chance Caldwell,Serge Doveck
http://www.wikidata.org/entity/Q5071333,Robert M. Laughlin,R.M. Laughlin
http://www.wikidata.org/entity/Q5071333,Robert M. Laughlin,Robert Moody Laughlin
http://www.wikidata.org/entity/Q5085836,Hajdu Károly,Baron Carl Hajdu
http://www.wikidata.org/entity/Q5085836,Hajdu Károly,Charlotte Bach
http://www.wikidata.org/entity/Q5086173,Charlotte Turgeon,Turgeon
http://www.wikidata.org/entity/Q5086173,Charlotte Turgeon,Charlotte Snyder Turgeon
http://www.wikidata.org/entity/Q5082893,Charles Thackrah,Charles Turner Thackrah
http://www.wikidata.org/entity/Q5084871,Charlie Freeman,Charles Freeman
http://www.wikidata.org/entity/Q5090108,Chelsea Makela,Makela
http://www.wikidata.org/entity/Q5107277,Chris Lowe,Lowe
http://www.wikidata.org/entity/Q5107277,Chris Lowe,John Christopher Lowe
http://www.wikidata.org/entity/Q5107134,Chris Knierim,Christopher Knierim
http://www.wikidata.org/entity/Q5107275,Chris Lowe,Lowe
http://www.wikidata.org/entity/Q5102063,Pieter-Frans De Noter,Pierre François Noter
http://www.wikidata.org/entity/Q5108148,Chris Stapleton,Christopher Alvin Stapleton
http://www.wikidata.org/entity/Q5110198,Christian Thomas,Christian Richard Thomas
http://www.wikidata.org/entity/Q5110289,Christian XXX,Christian
http://www.wikidata.org/entity/Q5110289,Christian XXX,Maxx Diesel
http://www.wikidata.org/entity/Q5108470,Chris Wiggins,Christopher John Wiggins
http://www.wikidata.org/entity/Q5109206,Christfried Burmeister,Christfried Puurmeister
http://www.wikidata.org/entity/Q5112896,Christopher Monger,Monger
http://www.wikidata.org/entity/Q5109610,Christian Francken,Christian Francke
http://www.wikidata.org/entity/Q5109610,Christian Francken,Christian Frank
http://www.wikidata.org/entity/Q5109610,Christian Francken,Franken Keresztély
http://www.wikidata.org/entity/Q5109674,Christian Hansen,Christian Marius Hansen
http://www.wikidata.org/entity/Q5116234,Pak Szodzsun,Park Seo-jun
http://www.wikidata.org/entity/Q5118434,Zoran Kuntić,Kuntić
http://www.wikidata.org/entity/Q5113499,Christopher Östlund,Östlund
http://www.wikidata.org/entity/Q5113602,Hrisztosz Zalokosztasz,Christos Zalokostas
http://www.wikidata.org/entity/Q5113602,Hrisztosz Zalokosztasz,Χρήστος Ζαλοκώστας
http://www.wikidata.org/entity/Q5109793,Christian Juhl,Christian Willumsen Juhl
http://www.wikidata.org/entity/Q5110019,Christian Pedersen,Christian Møller Pedersen
http://www.wikidata.org/entity/Q5122359,Cita Potokar,Potokar
http://www.wikidata.org/entity/Q5146234,Colleen Bell,Colleen Clark Bradley
http://www.wikidata.org/entity/Q5131171,Clem Curtis,Curtis Clements
http://www.wikidata.org/entity/Q5171408,Elias Kozas,Ηλίας Κόζας
http://www.wikidata.org/entity/Q5186462,Cristóbal Llorens,Cristobal Llorens
http://www.wikidata.org/entity/Q5186462,Cristóbal Llorens,Cristóbal Lloréns
http://www.wikidata.org/entity/Q5171213,Cornelis Bol,Cornelis Bol IV
http://www.wikidata.org/entity/Q5178975,Dadiani Daredzsan grúz királyné,Dadiani Dária
http://www.wikidata.org/entity/Q5180181,Coşkun Sabah,Sabah
http://www.wikidata.org/entity/Q5197486,Ignacio Allende Fernández,Torbe
http://www.wikidata.org/entity/Q5214310,Dan Rooney,Daniel Milton Rooney
http://www.wikidata.org/entity/Q5218991,Daniel Vujasinović,Vujasinović
http://www.wikidata.org/entity/Q5216833,Daniel Colindres,Daniel Colindres Solera
